10412	1
12195	1
10380	1
11183	1
11252	1
11091	1
10885	1
10280	1
11020	1
10478	1
12021	1
13174	1
10660	1
10340	1
10249	1
10616	1
10938	1
10763	1
11413	1
13599	1
11461	1
11110	1
10470	1
10795	1
12472	1
11055	1
11098	1
11958	1
10831	1
10317	1
10453	1
10818	1
11300	1
11003	1
10823	1
10829	1
10998	1
11416	1
10204	1
10666	1
11716	1
11172	1
10955	1
11951	1
10314	1
10669	1
10368	1
11005	1
11857	1
11155	1
11865	1
10776	1
10373	1
12431	1
11384	1
10647	1
11300	1
10212	1
13568	1
11940	1
11567	1
12027	1
11264	1
11037	1
11339	1
10815	1
10612	1
10736	1
10018	1
13085	1
10811	1
10720	1
11577	1
10867	1
10170	1
11216	1
10395	1
10909	1
10310	1
10490	1
10597	1
9753	1
11006	1
10179	1
11257	1
12989	1
10590	1
12697	1
11358	1
10991	1
9870	1
9954	1
13440	1
12172	1
11369	1
10985	1
11697	1
11253	1
10613	1
11842	1
10359	1
10182	1
10719	1
11701	1
11832	1
10886	1
10802	1
10541	1
11023	1
11034	1
10720	1
10344	1
10318	1
11194	1
10726	1
10176	1
11922	1
11802	1
11842	1
12772	1
11086	1
12460	1
10875	1
10531	1
11664	1
12140	1
11751	1
11665	1
11080	1
10517	1
10766	1
10520	1
10990	1
11359	1
11146	1
12030	1
10692	1
10815	1
10566	1
11033	1
13178	1
10631	1
10832	1
11820	1
10935	1
10927	1
11575	1
12076	1
10976	1
11190	1
11511	1
11007	1
10481	1
10923	1
10799	1
10189	1
12237	1
11669	1
12371	1
10586	1
10224	1
10835	1
10411	1
11575	1
10163	1
11006	1
11031	1
10950	1
11570	1
11096	1
10376	1
10550	1
10755	1
11559	1
10838	1
10880	1
11206	1
10944	1
10546	1
12023	1
10553	1
10116	1
12150	1
10975	1
12549	1
11106	1
11437	1
10608	1
11563	1
11338	1
10794	1
10731	1
10999	1
11882	1
12559	1
10303	1
11672	1
10470	1
10737	1
10378	1
10774	1
10010	1
11339	1
10744	1
11083	1
10904	1
11841	1
11219	1
13808	1
11219	1
12148	1
10085	1
10561	1
10351	1
10807	1
10500	1
10883	1
10132	1
11629	1
10843	1
10197	1
10743	1
10882	1
10742	1
10316	1
10352	1
11031	1
10909	1
12851	1
10850	1
11507	1
10594	1
11648	1
9829	1
10888	1
10437	1
10238	1
10392	1
11393	1
12449	1
10196	1
10522	1
11330	1
11600	1
10239	1
10609	1
11162	1
10752	1
10927	1
11400	1
10876	1
11233	1
11384	1
10393	1
12219	1
10593	1
10633	1
10436	1
10325	1
10725	1
10524	1
10428	1
10528	1
10725	1
11866	1
11119	1
10548	1
11463	1
11325	1
11124	1
10256	1
11046	1
10456	1
9753	1
10373	1
10353	1
10329	1
11317	1
11767	1
10878	1
11883	1
10575	1
10690	1
10400	1
12025	1
12121	1
10862	1
10772	1
11010	1
11938	1
10562	1
11083	1
10857	1
10679	1
10833	1
12790	1
10487	1
10145	1
10729	1
11417	1
10321	1
10769	1
10712	1
11662	1
10445	1
11318	1
11978	1
11142	1
12121	1
10760	1
11151	1
11558	1
10888	1
10540	1
10720	1
10643	1
10817	1
9975	1
10419	1
11974	1
11298	1
10846	1
11272	1
11025	1
9947	1
12248	1
10357	1
12120	1
11408	1
10896	1
11161	1
13125	1
10801	1
11001	1
10104	1
11488	1
10878	1
11034	1
10522	1
10904	1
11099	1
10567	1
11019	1
10763	1
10407	1
10834	1
11934	1
10529	1
11304	1
10667	1
10110	1
10422	1
10614	1
10764	1
10259	1
12414	1
11891	1
10306	1
10569	1
10345	1
11102	1
10757	1
10959	1
10564	1
10119	1
11652	1
10898	1
10266	1
11180	1
10634	1
11122	1
10549	1
10579	1
10472	1
11358	1
10963	1
10814	1
10565	1
10908	1
11700	1
11675	1
11005	1
10700	1
10184	1
10132	1
10657	1
11097	1
11198	1
13727	1
10847	1
10351	1
10190	1
12052	1
10132	1
11060	1
11433	1
10956	1
10474	1
11025	1
10592	1
10903	1
12561	1
11314	1
10619	1
11386	1
11243	1
11148	1
10788	1
10785	1
10798	1
11227	1
10821	1
10754	1
10615	1
10705	1
10728	1
11004	1
10601	1
11500	1
10847	1
10718	1
11271	1
12200	1
10899	1
11333	1
10372	1
10603	1
11349	1
11308	1
10921	1
11917	1
10853	1
11025	1
11417	1
10598	1
11037	1
11668	1
10710	1
11128	1
10598	1
10123	1
11919	1
10972	1
11120	1
11636	1
14664	1
10519	1
11243	1
11341	1
12088	1
10991	1
10363	1
11075	1
10882	1
11390	1
11616	1
11475	1
10933	1
10564	1
10461	1
10616	1
11242	1
11510	1
11262	1
10551	1
9988	1
11134	1
10417	1
10931	1
10659	1
12095	1
11537	1
10908	1
10630	1
10627	1
10524	1
11557	1
11479	1
11047	1
10673	1
12082	1
10907	1
10853	1
10366	1
11966	1
10484	1
10896	1
11233	1
10243	1
10682	1
10546	1
11801	1
12399	1
10345	1
10570	1
11032	1
10896	1
10391	1
11055	1
10828	1
11612	1
10801	1
11706	1
11589	1
10663	1
12265	1
10985	1
10788	1
11307	1
10535	1
10861	1
10237	1
10191	1
10620	1
12397	1
10728	1
10857	1
10510	1
11044	1
10839	1
11079	1
10718	1
11395	1
10258	1
11440	1
10026	1
12394	1
11516	1
10920	1
11167	1
11505	1
10330	1
10277	1
12677	1
11392	1
10503	1
10390	1
10954	1
11597	1
11367	1
10658	1
10681	1
11411	1
11679	1
11976	1
12501	1
10838	1
10108	1
10343	1
11414	1
10898	1
10429	1
10450	1
10565	1
11876	1
11150	1
11330	1
11602	1
10764	1
11527	1
11012	1
11393	1
10850	1
10954	1
12447	1
11395	1
10531	1
13643	1
11161	1
10966	1
11588	1
12279	1
11579	1
11420	1
10692	1
11901	1
10209	1
10970	1
11456	1
10660	1
10914	1
10682	1
11736	1
11635	1
11057	1
10578	1
11240	1
10832	1
10232	1
10491	1
11164	1
10277	1
10670	1
10115	1
11405	1
10910	1
11115	1
12135	1
10837	1
11396	1
10439	1
12369	1
12743	1
11194	1
10625	1
10903	1
11344	1
10523	1
10353	1
10464	1
10395	1
10764	1
10874	1
11498	1
9912	1
10630	1
11060	1
10855	1
12367	1
10504	1
11184	1
10668	1
10700	1
10346	1
10781	1
11062	1
10882	1
11211	1
10630	1
11140	1
11047	1
12201	1
10946	1
11877	1
10632	1
10797	1
12021	1
10163	1
11865	1
10572	1
11586	1
10952	1
10532	1
11049	1
11932	1
10288	1
10331	1
11620	1
11014	1
11591	1
10701	1
11242	1
10374	1
10358	1
11622	1
10353	1
10402	1
10561	1
11451	1
11067	1
11322	1
11239	1
12099	1
10327	1
10439	1
10942	1
10652	1
10350	1
11070	1
11221	1
10250	1
9886	1
10183	1
11478	1
10858	1
10636	1
11672	1
10293	1
9974	1
11457	1
12834	1
10594	1
10477	1
11529	1
13290	1
11198	1
10863	1
10618	1
11409	1
11023	1
12313	1
12240	1
11661	1
10555	1
11039	1
9966	1
11298	1
10907	1
11743	1
11160	1
11206	1
11527	1
11362	1
10412	1
11504	1
10786	1
10199	1
10815	1
11155	1
10557	1
10877	1
11000	1
11224	1
12520	1
10551	1
11149	1
11304	1
12310	1
11123	1
11133	1
11351	1
10124	1
11855	1
10828	1
10167	1
12688	1
11586	1
11393	1
11108	1
10913	1
10980	1
10875	1
11321	1
10364	1
11514	1
10815	1
10957	1
10038	1
11121	1
10939	1
10753	1
12032	1
10192	1
10962	1
10541	1
10087	1
10414	1
11559	1
10869	1
10360	1
11346	1
10186	1
12797	1
11220	1
10739	1
11186	1
10894	1
11006	1
10452	1
11143	1
11851	1
11441	1
11737	1
10623	1
11182	1
11917	1
11656	1
11065	1
10523	1
11468	1
10199	1
10828	1
10480	1
11043	1
10913	1
11431	1
10771	1
11249	1
11226	1
11472	1
10594	1
10835	1
12621	1
10971	1
9759	1
10779	1
11200	1
11005	1
11696	1
11042	1
12034	1
12372	1
10549	1
10627	1
11026	1
10694	1
10608	1
10616	1
10610	1
10672	1
10738	1
10851	1
11780	1
10550	1
10624	1
10778	1
11554	1
10875	1
10546	1
11129	1
11004	1
10945	1
10523	1
10217	1
10486	1
10171	1
10602	1
11760	1
10946	1
10429	1
11184	1
10975	1
11034	1
11565	1
11157	1
10845	1
12155	1
10753	1
10991	1
11927	1
11086	1
13837	1
11036	1
12249	1
10835	1
11762	1
10874	1
10698	1
11494	1
11203	1
11128	1
10326	1
10784	1
10873	1
10667	1
10664	1
10537	1
11594	1
11858	1
10294	1
9872	1
11942	1
10929	1
12085	1
10468	1
10086	1
11502	1
11548	1
12394	1
10316	1
10770	1
10964	1
10784	1
10506	1
12546	1
10110	1
11778	1
10556	1
11258	1
10137	1
10861	1
10159	1
10828	1
10334	1
10215	1
10925	1
9732	1
10665	1
10624	1
10786	1
11597	1
10488	1
11278	1
11662	1
10738	1
11882	1
11742	1
10128	1
10551	1
10396	1
10511	1
10756	1
10508	1
10651	1
9918	1
11648	1
10188	1
10398	1
11427	1
11679	1
11374	1
10962	1
10825	1
11438	1
10530	1
10628	1
10369	1
10829	1
11618	1
10455	1
10422	1
11899	1
10693	1
10883	1
10847	1
11398	1
10176	1
10964	1
11012	1
11001	1
10413	1
10817	1
11077	1
11580	1
11324	1
10787	1
11492	1
11012	1
10563	1
10810	1
11159	1
11306	1
10510	1
11184	1
10747	1
11663	1
10523	1
11585	1
11431	1
10641	1
10901	1
11497	1
10558	1
11127	1
10824	1
11492	1
9776	1
10888	1
10841	1
10175	1
11437	1
10939	1
10290	1
11203	1
10591	1
10445	1
12107	1
10506	1
10834	1
10993	1
10757	1
10314	1
10926	1
10194	1
11514	1
11067	1
10906	1
11293	1
10231	1
10699	1
10775	1
12040	1
10518	1
11627	1
11066	1
11214	1
10980	1
10443	1
10913	1
11058	1
11404	1
11288	1
11938	1
11861	1
11237	1
11161	1
10262	1
11194	1
11743	1
10413	1
11218	1
10244	1
10885	1
10431	1
10821	1
11134	1
9948	1
11007	1
10438	1
11192	1
